Population Size,200
Crossover Rate,0.6
Proposition Crossover Rate,1.0
Mutation Rate,0.2
Proposition Mutation Rate,1.0
Budget,10
LPLV,LPOP,LPRV,RPLV,RPOP,RPRV,tp,tn,fp,fn,Score
color t+0,>,color_goal,color t+1,<,color_goal,12,67,81,34,15.18987341772152
LPLV,LPOP,LPRV,RPLV,RPOP,RPRV,tp,tn,fp,fn,Score
color t+0,>,color_goal,color t+1,>=,color_goal,67,12,34,81,84.81012658227847
color t+0,<=,color_goal,color t+0,<,color_goal,94,22,0,79,81.03448275862068
color t+8,>,color t+0,color t+0,<,color_goal,72,17,15,83,80.89887640449437
color t+0,<,color_goal,color t+1,<,color_goal,73,21,20,80,77.6595744680851
color t+0,>,color_goal,color t+1,>,color_goal,58,21,21,94,73.41772151898735
color t+0,<=,color_goal,color t+1,<,color_goal,81,34,12,67,70.43478260869566
color t+18,>,color_goal,color t+0,>,color_goal,48,21,26,82,69.56521739130434
color t+45,>,color_goal,color t+0,<,color_goal,40,18,29,63,68.96551724137932
color t+0,>,color_goal,color t+5,<,color_goal,54,25,35,76,68.35443037974683
color t+0,>,color_goal,color t+23,<,color_goal,50,24,31,67,67.56756756756756
color t+0,>,color_goal,color t+6,<,color_goal,53,26,36,74,67.08860759493672
color t+46,>,color_goal,color t+0,<,color_goal,38,19,31,61,66.66666666666666
color t+0,>,color_goal,color t+24,<,color_goal,49,25,32,65,66.21621621621621
color t+0,<,color_goal,color t+35,<,color_goal,51,27,25,57,65.38461538461539
color t+27,>,color_goal,color t+0,<,color_goal,42,23,36,67,64.61538461538461
color t+36,>,color_goal,color t+0,>,color_goal,39,22,27,71,63.934426229508205
color t+0,>,color_goal,color t+25,<,color_goal,47,27,34,62,63.51351351351351
color t+44,>,color_goal,color t+0,<,color_goal,37,22,32,60,62.71186440677966
color t+25,>,color_goal,color t+0,<,color_goal,42,25,36,67,62.68656716417911
color t+0,>,color_goal,color t+26,<,color_goal,46,28,35,60,62.16216216216216
color t+0,>,color_goal,color t+4,<,color_goal,49,30,41,71,62.0253164556962
color t+0,>,color_goal,color t+7,<,color_goal,49,30,40,69,62.0253164556962
color t+0,>,color_goal,color t+8,<,color_goal,48,31,41,67,60.75949367088608
