Population Size,200
Crossover Rate,0.6
Proposition Crossover Rate,1.0
Mutation Rate,0.2
Proposition Mutation Rate,1.0
Budget,10
LPLV,LPOP,LPRV,RPLV,RPOP,RPRV,tp,tn,fp,fn,Score
color t+0,>,color_goal,color t+1,<,color_goal,8,91,102,41,8.080808080808081
LPLV,LPOP,LPRV,RPLV,RPOP,RPRV,tp,tn,fp,fn,Score
color t+0,>,color_goal,color t+1,>=,color_goal,91,8,41,102,91.91919191919192
color t+8,>,color_goal,distance t+0,>=,distance t+46,79,7,94,17,91.86046511627907
color t+0,<,color_goal,color t+1,<,color_goal,91,19,19,113,82.72727272727273
color t+0,>,color_goal,color t+1,>,color_goal,81,18,18,125,81.81818181818183
color t+2,>,color_goal,color t+0,>=,color_goal,80,18,51,92,81.63265306122449
color t+23,>,color_goal,color t+0,>=,color_goal,69,16,51,84,81.17647058823529
color t+10,>,color_goal,color t+0,<=,color_goal,74,19,60,80,79.56989247311827
color t+21,>,color_goal,speed t+11,<,speed t+0,67,20,80,55,77.01149425287356
color t+0,<=,color_goal,color t+0,<,color_goal,110,33,0,100,76.92307692307693
color t+25,>,color_goal,color t+0,>=,color_goal,61,22,57,78,73.49397590361446
color t+0,>,color_goal,color t+9,<,color_goal,71,28,37,98,71.71717171717171
color t+0,<=,color_goal,color t+1,<,color_goal,102,41,8,91,71.32867132867133
color t+0,>,color_goal,color t+10,<,color_goal,70,29,37,97,70.70707070707071
color t+48,>,color_goal,color t+0,>=,color_goal,50,21,58,66,70.4225352112676
color t+0,<,color_goal,color t+2,<,color_goal,77,33,33,98,70.0
color t+49,>,color_goal,color t+0,>=,color_goal,49,21,58,66,70.0
color t+11,>,color_goal,color t+0,<,color_goal,65,28,39,100,69.89247311827957
color t+0,>,color_goal,color t+8,<,color_goal,69,30,40,96,69.6969696969697
color t+11,>,color t+25,color t+0,<,color_goal,79,35,21,83,69.2982456140351
color t+10,>,color_goal,color t+0,<,color_goal,64,29,41,99,68.81720430107528
color t+12,>,color_goal,color t+0,<,color_goal,64,29,39,99,68.81720430107528
color t+13,>,color_goal,color t+0,<,color_goal,64,29,38,99,68.81720430107528
