time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
1, 38, 6.0, 913, 1069.5, 5.0, 5.0, 5.0, 713, 713.0, 713.0
57, 37, 2.8, 913, 855.6000000000001, 4.0, 9.0, -1.0, 713, 1426.0, 0
108, 37, 3.7, 907, 846.6000000000001, 4.0, 13.0, 0.0, 707, 2133.0, -6
162, 42, 10.1, 903, 842.3999999999999, 9.0, 22.0, 5.0, 703, 2836.0, -4
214, 45, 12.1, 907, 849.6, 12.0, 34.0, 3.0, 707, 3543.0, 4
271, 44, 10.6, 891, 824.4, 11.0, 45.0, -1.0, 691, 4234.000000000001, -16
325, 41, 8.600000000000001, 891, 829.2, 8.0, 53.00000000000001, -3.0, 691, 4925.000000000001, 0
382, 36, 4.9, 891, 829.2, 3.0, 56.00000000000001, -5.0, 691, 5616.000000000001, 0
433, 25, -5.499999999999999, 849, 766.1999999999999, -8.0, 48.00000000000001, -11.0, 649, 6265.000000000001, -42
487, 19, -8.0, 885, 832.7999999999999, -14.0, 34.0, -6.0, 685, 6950.0, 36
547, 14, -12.4, 849, 768.0, -19.0, 15.0, -5.0, 649, 7599.0, -36
603, 17, -8.199999999999999, 849, 778.7999999999999, -16.0, -1.0, 3.0, 649, 8248.000000000001, 0
655, 19, -8.9, 849, 778.7999999999999, -14.0, -15.0, 2.0, 649, 8897.0, 0
718, 28, -0.5, 796, 699.2999999999999, -5.0, -20.0, 9.0, 596, 9493.0, -53
774, 33, 0.5, 787, 701.6999999999999, 0.0, -20.0, 5.0, 587, 10080.0, -9
828, 45, 12.4, 765, 671.4, 12.0, -8.0, 12.0, 565, 10645.0, -22
886, 51, 14.8, 810, 745.5, 18.0, 10.0, 6.0, 610, 11255.0, 45
936, 49, 11.2, 770, 672.0, 16.0, 26.0, -2.0, 570, 11825.0, -40
989, 40, 3.0, 796, 722.9999999999999, 7.0, 33.0, -9.0, 596, 12421.0, 26
1047, 27, -7.399999999999999, 758, 658.2000000000001, -6.0, 27.0, -13.0, 558, 12979.0, -38
1100, 21, -8.699999999999999, 750, 657.6000000000001, -12.0, 15.0, -6.0, 550, 13529.0, -8
1158, 19, -9.300000000000001, 750, 660.0000000000001, -14.0, 1.0, -2.0, 550, 14079.0, 0
1212, 25, -2.5, 736, 638.9999999999999, -8.0, -7.0, 6.0, 536, 14615.0, -14
1269, 33, 3.3, 736, 643.1999999999999, 0.0, -7.0, 8.0, 536, 15151.0, 0
1323, 39, 6.5, 736, 643.1999999999999, 6.0, -1.0, 6.0, 536, 15687.0, 0
1374, 46, 12.5, 714, 610.1999999999999, 13.0, 12.0, 7.0, 514, 16201.0, -22
1429, 49, 13.9, 698, 592.8000000000001, 16.0, 28.0, 3.0, 498, 16699.0, -16
1483, 35, -2.8, 696, 594.5999999999999, 2.0, 30.0, -14.0, 496, 17195.0, -2
1537, 25, -7.6, 740, 661.2000000000001, -8.0, 22.0, -10.0, 540, 17735.0, 44
1589, 18, -11.8, 330, 33.0, -15.0, 7.0, -7.0, 130, 17865.0, -410
1647, 21, -6.199999999999999, 672, 669.0, -12.0, -5.0, 3.0, 472, 18337.0, 342
1701, 30, 1.9, 670, 563.3999999999999, -3.0, -8.0, 9.0, 470, 18807.0, -2
1757, 33, 0.7, 644, 525.0, 0.0, -8.0, 3.0, 444, 19251.0, -26
1810, 45, 13.6, 639, 525.2999999999999, 12.0, 4.0, 12.0, 439, 19690.0, -5
1867, 44, 7.6, 651, 544.8, 11.0, 15.0, -1.0, 451, 20141.0, 12
1926, 45, 10.4, 633, 514.2, 12.0, 27.0, 1.0, 433, 20574.0, -18
1979, 37, 1.5, 645, 537.6, 4.0, 31.0, -8.0, 445, 21019.0, 12
2038, 30, -2.5, 624, 502.4999999999999, -3.0, 28.0, -7.0, 424, 21443.0, -21
2091, 22, -8.899999999999999, 599, 471.3, -11.0, 17.0, -8.0, 399, 21842.0, -25
2147, 20, -8.399999999999999, 578, 447.3, -13.0, 4.0, -2.0, 378, 22220.0, -21
2201, 22, -6.3, 581, 458.1, -11.0, -7.0, 2.0, 381, 22601.0, 3
2252, 29, 0.0, 572, 443.7, -4.0, -11.0, 7.0, 372, 22973.0, -9
2306, 33, 0.9, 572, 446.4, 0.0, -11.0, 4.0, 372, 23345.0, 0
2359, 44, 12.1, 546, 407.4, 11.0, 0.0, 11.0, 346, 23691.0, -26
2417, 47, 11.3, 532, 394.2, 14.0, 14.0, 3.0, 332, 24023.0, -14
2473, 45, 8.799999999999999, 542, 413.3999999999999, 12.0, 26.0, -2.0, 342, 24365.0, 10
2529, 35, -1.0, 506, 356.4, 2.0, 28.0, -10.0, 306, 24671.0, -36
2584, 23, -10.2, 504, 364.2, -10.0, 18.0, -12.0, 304, 24975.0, -2
