time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 46, 15.6, 856, 984.0, 13.0, 13.0, 13.0, 656, 656.0, 656.0
51, 45, 9.199999999999999, 863, 797.7, 12.0, 25.0, -1.0, 663, 1319.0, 7
109, 46, 12.1, 864, 797.0999999999999, 13.0, 38.0, 1.0, 664, 1983.0, 1
163, 44, 10.5, 857, 786.3, 11.0, 49.0, -2.0, 657, 2640.000000000001, -7
216, 44, 12.6, 857, 788.4, 11.0, 60.0, 0.0, 657, 3297.0, 0
271, 41, 10.1, 849, 776.4, 8.0, 68.00000000000001, -3.0, 649, 3946.0, -8
324, 35, 5.199999999999999, 848, 777.3000000000001, 2.0, 70.0, -6.0, 648, 4594.0, -1
380, 21, -8.399999999999999, 849, 779.0999999999999, -12.0, 58.00000000000001, -14.0, 649, 5243.0, 1
433, 15, -9.799999999999999, 833, 754.8000000000001, -18.0, 40.0, -6.0, 633, 5876.0, -16
490, 12, -12.2, 818, 737.1, -21.0, 19.0, -3.0, 618, 6494.0, -15
543, 13, -11.6, 818, 741.6, -20.0, -1.0, 1.0, 618, 7112.000000000001, 0
599, 16, -10.5, 804, 720.6, -17.0, -18.0, 3.0, 604, 7716.0, -14
659, 23, -5.300000000000001, 788, 700.8000000000001, -10.0, -28.0, 7.0, 588, 8304.0, -16
713, 29, -2.6, 788, 705.6, -4.0, -32.0, 6.0, 588, 8892.000000000001, 0
768, 35, 1.2, 780, 693.6, 2.0, -30.0, 6.0, 580, 9472.0, -8
821, 42, 6.799999999999999, 780, 696.0, 9.0, -21.0, 7.0, 580, 10052.0, 0
878, 48, 11.4, 772, 684.0, 15.0, -6.0, 6.0, 572, 10624.0, -8
932, 46, 7.5, 770, 683.4, 13.0, 7.0, -2.0, 570, 11194.0, -2
987, 39, 1.399999999999999, 757, 664.5, 6.0, 13.0, -7.0, 557, 11751.0, -13
1040, 34, -0.5, 757, 668.4, 1.0, 14.0, -5.0, 557, 12308.0, 0
1094, 28, -5.1, 756, 666.9, -5.0, 9.0, -6.0, 556, 12864.0, -1
1149, 28, -2.6, 756, 667.2, -5.0, 4.0, 0.0, 556, 13420.0, 0
1202, 32, 1.7, 756, 667.2, -1.0, 3.0, 4.0, 556, 13976.0, 0
1258, 38, 6.8, 756, 667.2, 5.0, 8.0, 6.0, 556, 14532.0, 0
1314, 38, 4.3, 756, 667.2, 5.0, 13.0, 0.0, 556, 15088.0, 0
1369, 37, 3.6, 722, 616.1999999999999, 4.0, 17.0, -1.0, 522, 15610.0, -34
1423, 35, 2.1, 742, 656.4, 2.0, 19.0, -2.0, 542, 16152.0, 20
1475, 33, 0.9000000000000002, 721, 618.9, 0.0, 19.0, -2.0, 521, 16673.0, -21
1526, 30, -1.7, 704, 599.7, -3.0, 16.0, -3.0, 504, 17177.0, -17
1582, 26, -5.300000000000001, 702, 601.8, -7.0, 9.0, -4.0, 502, 17679.0, -2
1640, 25, -5.2, 689, 582.9, -8.0, 1.0, -1.0, 489, 18168.0, -13
1701, 26, -4.300000000000001, 685, 580.8, -7.0, -6.0, 1.0, 485, 18653.0, -4
1755, 32, 1.7, 653, 534.0, -1.0, -7.0, 6.0, 453, 19106.0, -32
1810, 35, 2.2, 670, 569.1000000000001, 2.0, -5.0, 3.0, 470, 19576.0, 17
1866, 38, 4.5, 661, 550.4999999999999, 5.0, 0.0, 3.0, 461, 20037.0, -9
1920, 39, 4.699999999999999, 654, 542.7, 6.0, 6.0, 1.0, 454, 20491.0, -7
1979, 39, 4.8, 644, 529.8, 6.0, 12.0, 0.0, 444, 20935.0, -10
2031, 36, 1.8, 641, 528.2999999999999, 3.0, 15.0, -3.0, 441, 21376.0, -3
2083, 33, 0.0, 635, 520.2000000000001, 0.0, 15.0, -3.0, 435, 21811.0, -6
2138, 31, -0.9, 588, 451.5, -2.0, 13.0, -2.0, 388, 22199.0, -47
2189, 28, -3.7, 634, 534.5999999999999, -5.0, 8.0, -3.0, 434, 22633.0, 46
2247, 26, -5.100000000000001, 609, 483.2999999999999, -7.0, 1.0, -2.0, 409, 23042.0, -25
2300, 29, -1.2, 599, 475.8, -4.0, -3.0, 3.0, 399, 23441.0, -10
2350, 35, 4.1, 598, 477.3, 2.0, -1.0, 6.0, 398, 23839.0, -1
2401, 39, 6.1, 591, 467.0999999999999, 6.0, 5.0, 4.0, 391, 24230.0, -7
2453, 40, 5.9, 572, 440.7, 7.0, 12.0, 1.0, 372, 24602.0, -19
2505, 40, 6.100000000000001, 578, 455.4, 7.0, 19.0, 0.0, 378, 24980.0, 6
2559, 36, 2.0, 569, 440.1000000000001, 3.0, 22.0, -4.0, 369, 25349.0, -9
2609, 30, -2.899999999999999, 527, 379.8, -3.0, 19.0, -6.0, 327, 25676.0, -42
2660, 26, -5.0, 523, 386.4, -7.0, 12.0, -4.0, 323, 25999.0, -4
2719, 24, -6.1, 546, 422.1, -9.0, 3.0, -2.0, 346, 26345.0, 23
2773, 30, 1.2, 518, 373.2, -3.0, 0.0, 6.0, 318, 26663.0, -28
2824, 35, 3.9, 500, 354.6, 2.0, 2.0, 5.0, 300, 26963.0, -18
2879, 37, 4.0, 525, 397.5, 4.0, 6.0, 2.0, 325, 27288.0, 25
2932, 38, 4.6, 506, 361.5, 5.0, 11.0, 1.0, 306, 27594.0, -19
2988, 37, 3.4, 487, 338.7, 4.0, 15.0, -1.0, 287, 27881.0, -19
3042, 37, 4.3, 500, 363.9, 4.0, 19.0, 0.0, 300, 28181.0, 13
3098, 33, -0.1, 483, 334.4999999999999, 0.0, 19.0, -4.0, 283, 28464.0, -17
3153, 25, -7.699999999999999, 474, 326.1, -8.0, 11.0, -8.0, 274, 28738.0, -9
3208, 26, -3.3, 464, 313.8, -7.0, 4.0, 1.0, 264, 29002.0, -10
3261, 28, -2.1, 456, 304.8, -5.0, -1.0, 2.0, 256, 29258.0, -8
3315, 31, 0.0, 454, 304.2, -2.0, -3.0, 3.0, 254, 29512.0, -2
3368, 37, 5.5, 447, 294.3, 4.0, 1.0, 6.0, 247, 29759.0, -7
3421, 37, 2.9, 435, 278.4, 4.0, 5.0, 0.0, 235, 29994.0, -12
3477, 35, 0.9, 416, 253.5, 2.0, 7.0, -2.0, 216, 30210.0, -19
3535, 33, -0.2999999999999999, 420, 265.2, 0.0, 7.0, -2.0, 220, 30430.0, 4
3592, 34, 1.9, 410, 249.0, 1.0, 8.0, 1.0, 210, 30640.0, -10
3644, 35, 2.7, 399, 235.5, 2.0, 10.0, 1.0, 199, 30839.0, -11
3694, 34, 1.2, 399, 238.8, 1.0, 11.0, -1.0, 199, 31038.0, 0
3750, 30, -3.0, 403, 244.8, -3.0, 8.0, -4.0, 203, 31241.0, 4
3808, 30, -1.3, 401, 240.6, -3.0, 5.0, 0.0, 201, 31442.0, -2
3863, 32, 0.8, 399, 238.2, -1.0, 4.0, 2.0, 199, 31641.0, -2
3919, 34, 2.1, 399, 238.8, 1.0, 5.0, 2.0, 199, 31840.0, 0
3977, 34, 1.2, 384, 216.3, 1.0, 6.0, 0.0, 184, 32024.0, -15
4031, 32, -1.1, 393, 234.3, -1.0, 5.0, -2.0, 193, 32217.0, 9
4082, 32, -0.2, 383, 216.6, -1.0, 4.0, 0.0, 183, 32400.0, -10
4140, 35, 3.3, 399, 243.6, 2.0, 6.0, 3.0, 199, 32599.0, 16
4191, 35, 2.0, 383, 214.8, 2.0, 8.0, 0.0, 183, 32782.0, -16
4245, 32, -1.4, 374, 206.1, -1.0, 7.0, -3.0, 174, 32956.0, -9
4298, 33, 1.2, 364, 193.8, 0.0, 7.0, 1.0, 164, 33120.0, -10
4358, 36, 4.3, 370, 205.8, 3.0, 10.0, 3.0, 170, 33290.0, 6
4409, 33, -0.5, 361, 190.5, 0.0, 10.0, -3.0, 161, 33451.0, -9
4462, 30, -2.6, 366, 200.7, -3.0, 7.0, -3.0, 166, 33617.0, 5
4522, 31, -0.2, 361, 191.7, -2.0, 5.0, 1.0, 161, 33778.0, -5
