time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 43, 12.0, 873, 1009.5, 10.0, 10.0, 10.0, 673, 673.0, 673.0
53, 43, 8.0, 877, 813.6000000000001, 10.0, 20.0, 0.0, 677, 1350.0, 4
103, 44, 10.2, 869, 800.4, 11.0, 31.0, 1.0, 669, 2019.0, -8
157, 34, -1.2, 878, 816.3, 1.0, 32.0, -10.0, 678, 2697.0, 9
209, 43, 14.7, 326, -14.40000000000001, 10.0, 42.0, 9.0, 126, 2823.0, -552
265, 59, 30.4, 861, 953.6999999999999, 26.0, 68.00000000000001, 16.0, 661, 3484.0, 535
320, 65, 32.20000000000001, 857, 787.2, 32.0, 100.0, 6.0, 657, 4141.000000000001, -4
374, 58, 24.0, 840, 762.9, 25.0, 125.0, -7.0, 640, 4781.000000000001, -17
433, 31, -2.399999999999999, 835, 760.5, -2.0, 123.0, -27.0, 635, 5416.0, -5
483, 15, -8.299999999999999, 835, 762.0, -18.0, 105.0, -16.0, 635, 6051.0, 0
540, 6, -12.9, 810, 724.5, -27.0, 78.00000000000001, -9.0, 610, 6661.0, -25
598, 7, -9.899999999999999, 831, 763.4999999999999, -26.0, 52.0, 1.0, 631, 7292.000000000001, 21
651, 10, -9.399999999999999, 792, 698.6999999999999, -23.0, 29.0, 3.0, 592, 7884.0, -39
702, 11, -12.0, 800, 722.4, -22.0, 7.0, 1.0, 600, 8484.0, 8
757, 10, -15.9, 792, 708.0, -23.0, -16.0, -1.0, 592, 9076.000000000001, -8
810, 11, -16.5, 762, 665.4, -22.0, -38.0, 1.0, 562, 9638.0, -30
867, 17, -12.0, 762, 674.4, -16.0, -54.0, 6.0, 562, 10200.0, 0
922, 30, -1.0, 762, 674.4, -3.0, -57.0, 13.0, 562, 10762.0, 0
975, 47, 12.6, 762, 674.4, 14.0, -43.0, 17.0, 562, 11324.0, 0
1029, 57, 17.5, 744, 647.4, 24.0, -19.0, 10.0, 544, 11868.0, -18
1083, 61, 19.7, 736, 640.7999999999999, 28.0, 9.0, 4.0, 536, 12404.0, -8
1138, 60, 19.3, 736, 643.1999999999999, 27.0, 36.0, -1.0, 536, 12940.0, 0
1191, 53, 14.1, 704, 595.1999999999999, 20.0, 56.00000000000001, -7.0, 504, 13444.0, -32
1248, 37, 0.4000000000000004, 704, 604.8, 4.0, 60.0, -16.0, 504, 13948.0, 0
1303, 21, -10.4, 704, 604.8, -12.0, 48.00000000000001, -16.0, 504, 14452.0, 0
1359, 13, -13.2, 689, 582.3, -20.0, 28.0, -8.0, 489, 14941.0, -15
1417, 13, -11.2, 744, 669.3, -20.0, 8.0, 0.0, 544, 15485.0, 55
1473, 19, -6.0, 736, 640.7999999999999, -14.0, -6.0, 6.0, 536, 16021.0, -8
1530, 32, 5.2, 720, 619.2, -1.0, -7.0, 13.0, 520, 16541.0, -16
1585, 42, 10.6, 744, 660.0000000000001, 9.0, 2.0, 10.0, 544, 17085.0, 24
1639, 48, 13.7, 744, 652.8, 15.0, 17.0, 6.0, 544, 17629.0, 0
1698, 47, 11.0, 744, 652.8, 14.0, 31.0, -1.0, 544, 18173.0, 0
1752, 31, -6.3, 744, 652.8, -2.0, 29.0, -16.0, 544, 18717.0, 0
1809, 20, -11.7, 633, 486.3, -13.0, 16.0, -11.0, 433, 19150.0, -111
1864, 14, -14.7, 633, 519.6000000000001, -19.0, -3.0, -6.0, 433, 19583.0, 0
1922, 19, -7.600000000000001, 644, 536.0999999999999, -14.0, -17.0, 5.0, 444, 20027.0, 11
1976, 30, 1.7, 630, 511.8, -3.0, -20.0, 11.0, 430, 20457.0, -14
2029, 39, 6.699999999999999, 618, 498.0, 6.0, -14.0, 9.0, 418, 20875.0, -12
2086, 50, 16.0, 598, 471.6, 17.0, 3.0, 11.0, 398, 21273.0, -20
2139, 53, 15.8, 581, 452.1, 20.0, 23.0, 3.0, 381, 21654.0, -17
2195, 54, 17.5, 572, 443.7, 21.0, 44.0, 1.0, 372, 22026.0, -9
2245, 40, 2.300000000000001, 563, 432.9, 7.0, 51.00000000000001, -14.0, 363, 22389.0, -9
2299, 20, -14.0, 555, 423.6000000000001, -13.0, 38.0, -20.0, 355, 22744.0, -8
2350, 11, -16.1, 532, 391.5, -22.0, 16.0, -9.0, 332, 23076.0, -23
2407, 11, -13.8, 532, 398.4, -22.0, -6.0, 0.0, 332, 23408.0, 0
2463, 21, -4.0, 491, 336.9, -12.0, -18.0, 10.0, 291, 23699.0, -41
2520, 36, 7.8, 483, 337.2, 3.0, -15.0, 15.0, 283, 23982.0, -8
2573, 49, 16.2, 474, 326.1, 16.0, 1.0, 13.0, 274, 24256.0, -9
2629, 52, 14.9, 479, 336.3, 19.0, 20.0, 3.0, 279, 24535.0, 5
2682, 54, 17.7, 469, 319.8, 21.0, 41.00000000000001, 2.0, 269, 24804.0, -10
2739, 36, -2.8, 464, 315.3, 3.0, 44.0, -18.0, 264, 25068.0, -5
2792, 15, -18.7, 448, 292.7999999999999, -18.0, 26.0, -21.0, 248, 25316.0, -16
2848, 10, -16.0, 446, 294.6, -23.0, 3.0, -5.0, 246, 25562.0, -2
2903, 9, -17.0, 433, 275.7, -24.0, -21.0, -1.0, 233, 25795.0, -13
2962, 26, 1.5, 410, 245.1, -7.0, -28.0, 17.0, 210, 26005.0, -23
3019, 35, 3.1, 408, 249.0, 2.0, -26.0, 9.0, 208, 26213.0, -2
3074, 42, 7.199999999999999, 397, 233.1, 9.0, -17.0, 7.0, 197, 26410.0, -11
3125, 44, 7.0, 401, 242.4, 11.0, -6.0, 2.0, 201, 26611.0, 4
3178, 45, 8.299999999999999, 393, 229.2, 12.0, 6.0, 1.0, 193, 26804.0, -8
3233, 46, 10.2, 382, 215.1, 13.0, 19.0, 1.0, 182, 26986.0, -11
3287, 45, 9.799999999999999, 389, 228.9, 12.0, 31.0, -1.0, 189, 27175.0, 7
3340, 33, -2.9, 391, 229.8, 0.0, 31.0, -12.0, 191, 27366.0, 2
3398, 20, -12.5, 385, 220.2, -13.0, 18.0, -13.0, 185, 27551.0, -6
3451, 18, -9.699999999999999, 383, 219.0, -15.0, 3.0, -2.0, 183, 27734.0, -2
3509, 26, -0.6000000000000005, 376, 209.1, -7.0, -4.0, 8.0, 176, 27910.0, -7
3559, 32, 1.9, 376, 211.2, -1.0, -5.0, 6.0, 176, 28086.0, 0
3610, 36, 3.6, 376, 211.2, 3.0, -2.0, 4.0, 176, 28262.0, 0
3670, 31, -4.1, 374, 208.2, -2.0, -4.0, -5.0, 174, 28436.0, -2
3727, 30, -3.0, 376, 211.8, -3.0, -7.0, -1.0, 176, 28612.0, 2
