time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 43, 12.0, 887, 1030.5, 10.0, 10.0, 10.0, 687, 687.0, 687.0
55, 44, 9.199999999999999, 891, 830.4, 11.0, 21.0, 1.0, 691, 1378.0, 4
115, 40, 5.0, 891, 829.2, 7.0, 28.0, -4.0, 691, 2069.0, 0
166, 41, 8.9, 887, 823.1999999999999, 8.0, 36.0, 1.0, 687, 2756.0, -4
217, 43, 11.6, 886, 822.8999999999999, 10.0, 46.00000000000001, 2.0, 686, 3442.0, -1
268, 43, 11.6, 887, 824.7, 10.0, 56.00000000000001, 0.0, 687, 4129.0, 1
319, 46, 16.2, 887, 824.4, 13.0, 69.0, 3.0, 687, 4816.000000000001, 0
370, 47, 17.2, 863, 788.4, 14.0, 83.00000000000001, 1.0, 663, 5479.0, -24
428, 33, 1.300000000000001, 865, 798.6000000000001, 0.0, 83.00000000000001, -14.0, 665, 6144.0, 2
483, 15, -13.3, 855, 783.0, -18.0, 65.0, -18.0, 655, 6798.999999999999, -10
538, 8, -14.5, 842, 766.5, -25.0, 40.0, -7.0, 642, 7441.0, -13
596, 6, -15.9, 842, 770.4, -27.0, 13.0, -2.0, 642, 8083.0, 0
657, 8, -15.2, 814, 728.4, -25.0, -12.0, 2.0, 614, 8697.000000000001, -28
716, 15, -10.3, 825, 753.2999999999999, -18.0, -30.0, 7.0, 625, 9322.000000000001, 11
776, 23, -6.0, 825, 750.0, -10.0, -40.0, 8.0, 625, 9947.000000000001, 0
835, 34, 2.2, 757, 648.0, 1.0, -39.0, 11.0, 557, 10504.0, -68
886, 53, 19.6, 765, 680.4, 20.0, -19.0, 19.0, 565, 11069.0, 8
941, 55, 14.5, 788, 712.5, 22.0, 3.0, 2.0, 588, 11657.0, 23
998, 50, 9.699999999999999, 780, 693.6, 17.0, 20.0, -5.0, 580, 12237.0, -8
1053, 39, 0.6999999999999993, 773, 685.5, 6.0, 26.0, -11.0, 573, 12810.0, -7
1115, 26, -8.800000000000001, 766, 677.0999999999999, -7.0, 19.0, -13.0, 566, 13376.0, -7
1167, 24, -5.399999999999999, 766, 679.2, -9.0, 10.0, -2.0, 566, 13942.0, 0
1222, 29, 0.7000000000000002, 766, 679.2, -4.0, 6.0, 5.0, 566, 14508.0, 0
1277, 34, 3.8, 744, 646.2, 1.0, 7.0, 5.0, 544, 15052.0, -22
1328, 37, 5.0, 744, 652.8, 4.0, 11.0, 3.0, 544, 15596.0, 0
1378, 41, 8.699999999999999, 736, 640.7999999999999, 8.0, 19.0, 4.0, 536, 16132.0, -8
1437, 47, 14.7, 720, 619.2, 14.0, 33.0, 6.0, 520, 16652.0, -16
1491, 44, 9.5, 718, 621.0, 11.0, 44.0, -3.0, 518, 17170.0, -2
1546, 30, -4.699999999999999, 712, 612.6, -3.0, 41.00000000000001, -14.0, 512, 17682.0, -6
1599, 19, -11.2, 710, 611.4, -14.0, 27.0, -11.0, 510, 18192.0, -2
1663, 12, -15.5, 687, 577.5, -21.0, 6.0, -7.0, 487, 18679.0, -23
1716, 13, -12.9, 680, 573.9, -20.0, -14.0, 1.0, 480, 19159.0, -7
1769, 20, -7.0, 672, 564.0, -13.0, -27.0, 7.0, 472, 19631.0, -8
1821, 32, 2.6, 661, 549.9, -1.0, -28.0, 12.0, 461, 20092.0, -11
