time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 52, 22.8, 864, 996.0000000000001, 19.0, 19.0, 19.0, 664, 664.0000000000001, 664.0000000000001
52, 51, 14.0, 861, 792.3, 18.0, 37.0, -1.0, 661, 1325.0, -3
103, 51, 16.3, 857, 787.2, 18.0, 55.0, 0.0, 657, 1982.0, -4
156, 47, 13.3, 853, 782.4, 14.0, 69.0, -4.0, 653, 2635.0, -4
211, 46, 15.5, 853, 783.6, 13.0, 82.00000000000001, -1.0, 653, 3288.0, 0
264, 51, 23.3, 848, 776.1, 18.0, 100.0, 5.0, 648, 3936.0, -5
324, 53, 25.0, 842, 768.6000000000001, 20.0, 120.0, 2.0, 642, 4578.0, -6
377, 40, 10.4, 842, 770.4, 7.0, 127.0, -13.0, 642, 5220.000000000001, 0
434, 16, -11.2, 817, 732.9, -17.0, 110.0, -24.0, 617, 5837.000000000001, -25
484, 6, -12.9, 804, 720.9, -27.0, 83.00000000000001, -10.0, 604, 6441.0, -13
534, 5, -11.8, 804, 724.7999999999999, -28.0, 55.0, -1.0, 604, 7045.000000000001, 0
593, 5, -14.1, 804, 724.7999999999999, -28.0, 27.0, 0.0, 604, 7649.0, 0
652, 5, -16.9, 788, 700.8000000000001, -28.0, -1.0, 0.0, 588, 8237.0, -16
703, 6, -18.5, 772, 681.6000000000001, -27.0, -28.0, 1.0, 572, 8809.000000000001, -16
753, 9, -18.1, 765, 675.9, -24.0, -52.0, 3.0, 565, 9374.000000000001, -7
811, 16, -13.6, 765, 678.0, -17.0, -69.0, 7.0, 565, 9939.0, 0
866, 33, 1.6, 765, 678.0, 0.0, -69.0, 17.0, 565, 10504.0, 0
918, 46, 8.699999999999999, 756, 664.4999999999999, 13.0, -56.00000000000001, 13.0, 556, 11060.0, -9
972, 53, 11.9, 756, 667.2, 20.0, -36.0, 7.0, 556, 11616.0, 0
1026, 59, 17.6, 756, 667.2, 26.0, -10.0, 6.0, 556, 12172.0, 0
1082, 59, 17.2, 706, 592.2, 26.0, 16.0, 0.0, 506, 12678.0, -50
1136, 52, 11.4, 718, 625.2000000000001, 19.0, 35.0, -7.0, 518, 13196.0, 12
1192, 46, 9.600000000000001, 697, 590.1000000000001, 13.0, 48.00000000000001, -6.0, 497, 13693.0, -21
1252, 38, 4.300000000000001, 698, 597.9, 5.0, 53.00000000000001, -8.0, 498, 14191.0, 1
1312, 36, 6.4, 689, 584.0999999999999, 3.0, 56.00000000000001, -2.0, 489, 14680.0, -9
1366, 29, -0.6999999999999997, 668, 555.3000000000001, -4.0, 52.0, -7.0, 468, 15148.0, -21
1423, 16, -13.2, 336, 63.59999999999999, -17.0, 35.0, -13.0, 136, 15284.0, -332
1477, 14, -10.8, 649, 632.6999999999999, -19.0, 16.0, -2.0, 449, 15733.0, 313
1532, 15, -10.5, 653, 544.8, -18.0, -2.0, 1.0, 453, 16186.0, 4
1587, 23, -3.2, 653, 543.6, -10.0, -12.0, 8.0, 453, 16639.0, 0
1643, 28, -2.2, 616, 488.0999999999999, -5.0, -17.0, 5.0, 416, 17055.0, -37
1697, 37, 5.6, 616, 499.2, 4.0, -13.0, 9.0, 416, 17471.0, 0
1747, 42, 7.499999999999999, 616, 499.2, 9.0, -4.0, 5.0, 416, 17887.0, 0
1802, 47, 11.9, 616, 499.2, 14.0, 10.0, 5.0, 416, 18303.0, 0
1856, 44, 7.199999999999999, 616, 499.2, 11.0, 21.0, -3.0, 416, 18719.0, 0
1906, 35, -1.0, 616, 499.2, 2.0, 23.0, -9.0, 416, 19135.0, 0
1956, 28, -4.7, 616, 499.2, -5.0, 18.0, -7.0, 416, 19551.0, 0
2012, 26, -4.1, 599, 473.6999999999999, -7.0, 11.0, -2.0, 399, 19950.0, -17
2068, 29, -0.1999999999999997, 586, 459.3, -4.0, 7.0, 3.0, 386, 20336.0, -13
2125, 34, 3.9, 555, 416.7, 1.0, 8.0, 5.0, 355, 20691.0, -31
2179, 37, 5.1, 542, 406.5, 4.0, 12.0, 3.0, 342, 21033.0, -13
2234, 38, 5.2, 534, 398.4, 5.0, 17.0, 1.0, 334, 21367.0, -8
2288, 37, 4.0, 518, 376.8, 4.0, 21.0, -1.0, 318, 21685.0, -16
2343, 32, -1.1, 511, 371.1, -1.0, 20.0, -5.0, 311, 21996.0, -7
2403, 24, -8.299999999999999, 506, 365.7, -9.0, 11.0, -8.0, 306, 22302.0, -5
2459, 24, -5.199999999999999, 490, 343.2, -9.0, 2.0, 0.0, 290, 22592.0, -16
2512, 30, 1.1, 474, 324.0, -3.0, -1.0, 6.0, 274, 22866.0, -16
2572, 37, 6.2, 454, 298.8, 4.0, 3.0, 7.0, 254, 23120.0, -20
2626, 40, 6.7, 437, 279.3, 7.0, 10.0, 3.0, 237, 23357.0, -17
2684, 37, 2.3, 429, 272.4, 4.0, 14.0, -3.0, 229, 23586.0, -8
2742, 37, 4.2, 433, 280.7999999999999, 4.0, 18.0, 0.0, 233, 23819.0, 4
2793, 34, 1.0, 428, 272.1, 1.0, 19.0, -3.0, 228, 24047.0, -5
2848, 27, -5.8, 429, 275.1, -6.0, 13.0, -7.0, 229, 24276.0, 1
2903, 28, -1.7, 411, 247.8, -5.0, 8.0, 1.0, 211, 24487.0, -18
2960, 36, 6.9, 403, 241.2, 3.0, 11.0, 8.0, 203, 24690.0, -8
3013, 36, 3.2, 412, 257.1, 3.0, 14.0, 0.0, 212, 24902.0, 9
3067, 34, 1.1, 401, 237.9, 1.0, 15.0, -2.0, 201, 25103.0, -11
3122, 33, 1.0, 393, 229.2, 0.0, 15.0, -1.0, 193, 25296.0, -8
3182, 31, -0.9, 383, 216.6, -2.0, 13.0, -2.0, 183, 25479.0, -10
3243, 30, -1.3, 393, 234.6, -3.0, 10.0, -1.0, 193, 25672.0, 10
3302, 28, -3.5, 406, 251.1, -5.0, 5.0, -2.0, 206, 25878.0, 13
3357, 31, 0.6000000000000001, 418, 265.2, -2.0, 3.0, 3.0, 218, 26096.0, 12
3408, 35, 3.7, 385, 212.1, 2.0, 5.0, 4.0, 185, 26281.0, -33
3462, 39, 6.699999999999999, 370, 199.5, 6.0, 11.0, 4.0, 170, 26451.0, -15
3513, 39, 5.3, 366, 198.0, 6.0, 17.0, 0.0, 166, 26617.0, -4
3567, 36, 2.3, 365, 197.7, 3.0, 20.0, -3.0, 165, 26782.0, -1
3623, 30, -3.1, 362, 193.5, -3.0, 17.0, -6.0, 162, 26944.0, -3
3682, 30, -0.3999999999999997, 366, 200.4, -3.0, 14.0, 0.0, 166, 27110.0, 4
3732, 26, -5.5, 365, 197.7, -7.0, 7.0, -4.0, 165, 27275.0, -1
3783, 26, -4.2, 357, 186.0, -7.0, 0.0, 0.0, 157, 27432.0, -8
3842, 28, -2.5, 357, 188.4, -5.0, -5.0, 2.0, 157, 27589.0, 0
3893, 33, 2.0, 357, 188.4, 0.0, -5.0, 5.0, 157, 27746.0, 0
3952, 35, 1.9, 357, 188.4, 2.0, -3.0, 2.0, 157, 27903.0, 0
4006, 35, 1.1, 361, 194.4, 2.0, -1.0, 0.0, 161, 28064.0, 4
4056, 31, -3.5, 355, 184.2, -2.0, -3.0, -4.0, 155, 28219.0, -6
4106, 32, -0.5, 372, 211.5, -1.0, -4.0, 1.0, 172, 28391.0, 17
4166, 35, 2.5, 365, 195.9, 2.0, -2.0, 3.0, 165, 28556.0, -7
4217, 40, 7.2, 357, 186.0, 7.0, 5.0, 5.0, 157, 28713.0, -8
4272, 39, 4.199999999999999, 361, 194.4, 6.0, 11.0, -1.0, 161, 28874.0, 4
4322, 35, 0.5, 355, 184.2, 2.0, 13.0, -4.0, 155, 29029.0, -6
4377, 31, -2.1, 349, 177.0, -2.0, 11.0, -4.0, 149, 29178.0, -6
4432, 31, -0.2999999999999999, 353, 184.8, -2.0, 9.0, 0.0, 153, 29331.0, 4
