time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
1, 16, -20.4, 853, 979.5, -17.0, -17.0, -17.0, 653, 653.0, 653.0
61, 16, -13.6, 849, 777.5999999999999, -17.0, -34.0, 0.0, 649, 1302.0, -4
115, 17, -14.1, 853, 784.8000000000001, -16.0, -50.0, 1.0, 653, 1955.0, 4
167, 19, -13.8, 854, 785.0999999999999, -14.0, -64.0, 2.0, 654, 2609.0, 1
223, 27, -6.6, 847, 774.2999999999999, -6.0, -70.0, 8.0, 647, 3256.0, -7
275, 37, 0.7999999999999989, 857, 791.4, 4.0, -66.00000000000001, 10.0, 657, 3913.0, 10
325, 48, 9.399999999999999, 842, 765.9, 15.0, -51.00000000000001, 11.0, 642, 4555.000000000001, -15
379, 52, 10.2, 835, 759.9, 19.0, -32.0, 4.0, 635, 5190.0, -7
433, 52, 10.1, 885, 837.0000000000001, 19.0, -13.0, 0.0, 685, 5875.0, 50
488, 52, 12.0, 848, 766.5, 19.0, 6.0, 0.0, 648, 6523.000000000001, -37
543, 51, 12.7, 840, 765.6000000000001, 18.0, 24.0, -1.0, 640, 7163.0, -8
597, 47, 10.2, 826, 746.9999999999999, 14.0, 38.0, -4.0, 626, 7789.000000000001, -14
651, 37, 1.6, 818, 739.2, 4.0, 42.0, -10.0, 618, 8407.000000000002, -8
703, 29, -2.6, 808, 726.6, -4.0, 38.0, -8.0, 608, 9015.000000000001, -10
757, 20, -9.800000000000001, 800, 717.6, -13.0, 25.0, -9.0, 600, 9615.000000000002, -8
812, 19, -7.800000000000001, 802, 723.0, -14.0, 11.0, -1.0, 602, 10217.0, 2
862, 22, -5.1, 842, 782.4, -11.0, 0.0, 3.0, 642, 10859.0, 40
915, 26, -2.9, 842, 770.4, -7.0, -7.0, 4.0, 642, 11501.0, 0
971, 33, 2.8, 842, 770.4, 0.0, -7.0, 7.0, 642, 12143.0, 0
1024, 39, 6.5, 722, 590.4, 6.0, -1.0, 6.0, 522, 12665.0, -120
1082, 44, 10.1, 744, 659.4, 11.0, 10.0, 5.0, 544, 13209.0, 22
