time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
1, 37, 4.8, 848, 972.0000000000001, 4.0, 4.0, 4.0, 648, 648.0, 648.0
57, 37, 3.2, 855, 788.1, 4.0, 8.0, 0.0, 655, 1303.0, 7
117, 31, -3.6, 847, 774.0, -2.0, 6.0, -6.0, 647, 1950.0, -8
168, 32, 0.4, 842, 768.9, -1.0, 5.0, 1.0, 642, 2592.000000000001, -5
222, 31, -1.4, 847, 777.9, -2.0, 3.0, -1.0, 647, 3239.0, 5
277, 32, 0.1, 849, 779.4, -1.0, 2.0, 1.0, 649, 3888.0, 2
330, 32, -0.5, 841, 766.7999999999999, -1.0, 1.0, 0.0, 641, 4529.0, -8
386, 30, -3.0, 817, 733.2, -3.0, -2.0, -2.0, 617, 5146.000000000001, -24
439, 28, -4.7, 812, 732.9, -5.0, -7.0, -2.0, 612, 5758.0, -5
498, 30, -1.8, 800, 716.4, -3.0, -10.0, 2.0, 600, 6358.000000000001, -12
549, 35, 2.9, 804, 726.0, 2.0, -8.0, 5.0, 604, 6962.000000000001, 4
607, 34, -0.6000000000000001, 804, 724.7999999999999, 1.0, -7.0, -1.0, 604, 7566.0, 0
660, 31, -3.6, 770, 673.8, -2.0, -9.0, -3.0, 570, 8136.000000000001, -34
711, 31, -2.3, 764, 675.0, -2.0, -11.0, 0.0, 564, 8700.000000000001, -6
767, 32, -1.3, 764, 676.8, -1.0, -12.0, 1.0, 564, 9264.000000000001, 0
821, 43, 11.3, 764, 676.8, 10.0, -2.0, 11.0, 564, 9828.000000000001, 0
875, 43, 6.8, 764, 676.8, 10.0, 8.0, 0.0, 564, 10392.0, 0
927, 37, 0.6000000000000001, 764, 676.8, 4.0, 12.0, -6.0, 564, 10956.0, 0
981, 35, 1.6, 742, 643.8, 2.0, 14.0, -2.0, 542, 11498.0, -22
1036, 31, -2.0, 742, 650.4, -2.0, 12.0, -4.0, 542, 12040.0, 0
1091, 31, -0.2, 345, 54.90000000000001, -2.0, 10.0, 0.0, 145, 12185.0, -397
1149, 30, -1.6, 706, 715.4999999999999, -3.0, 7.0, -1.0, 506, 12691.0, 361
1207, 30, -1.4, 728, 640.2000000000001, -3.0, 4.0, 0.0, 528, 13219.0, 22
1261, 32, 0.7000000000000001, 693, 581.1, -1.0, 3.0, 2.0, 493, 13712.0, -35
1317, 34, 2.0, 705, 609.6, 1.0, 4.0, 2.0, 505, 14217.0, 12
1370, 34, 1.1, 685, 576.0, 1.0, 5.0, 0.0, 485, 14702.0, -20
