time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 34, 1.2, 895, 1042.5, 1.0, 1.0, 1.0, 695, 695.0, 695.0
54, 33, -0.4, 903, 846.0000000000001, 0.0, 1.0, -1.0, 703, 1398.0, 8
109, 33, 0.1, 895, 831.6000000000001, 0.0, 1.0, 0.0, 695, 2093.0, -8
167, 32, -1.1, 899, 840.0, -1.0, 0.0, -1.0, 699, 2792.0, 4
228, 34, 1.7, 865, 787.8, 1.0, 1.0, 2.0, 665, 3457.0, -34
289, 42, 10.4, 869, 804.0000000000001, 9.0, 10.0, 8.0, 669, 4126.0, 4
343, 49, 15.7, 879, 817.7999999999999, 16.0, 26.0, 7.0, 679, 4805.000000000001, 10
394, 52, 17.4, 841, 757.7999999999999, 19.0, 45.0, 3.0, 641, 5446.000000000001, -38
449, 42, 5.800000000000001, 849, 781.1999999999999, 9.0, 54.0, -10.0, 649, 6095.000000000001, 8
503, 22, -12.3, 831, 751.8, -11.0, 43.0, -20.0, 631, 6726.000000000001, -18
560, 11, -16.6, 826, 749.7, -22.0, 21.0, -11.0, 626, 7352.0, -5
614, 10, -14.5, 816, 736.1999999999999, -23.0, -2.0, -1.0, 616, 7968.000000000001, -10
668, 18, -6.699999999999999, 810, 730.2, -15.0, -17.0, 8.0, 610, 8578.000000000001, -6
719, 21, -8.6, 814, 738.0, -12.0, -29.0, 3.0, 614, 9192.0, 4
773, 26, -5.300000000000001, 800, 715.7999999999999, -7.0, -36.0, 5.0, 600, 9792.000000000002, -14
829, 29, -4.9, 788, 702.0, -4.0, -40.0, 3.0, 588, 10380.0, -12
883, 43, 10.0, 780, 693.6, 10.0, -30.0, 14.0, 580, 10960.0, -8
939, 51, 13.6, 774, 687.0, 18.0, -12.0, 8.0, 574, 11534.0, -6
995, 49, 9.0, 786, 706.8, 16.0, 4.0, -2.0, 586, 12120.0, 12
1049, 43, 4.4, 770, 679.2000000000001, 10.0, 14.0, -6.0, 570, 12690.0, -16
1107, 30, -7.199999999999999, 764, 675.0, -3.0, 11.0, -13.0, 564, 13254.0, -6
1160, 27, -4.6, 757, 666.2999999999999, -6.0, 5.0, -3.0, 557, 13811.0, -7
1213, 29, -1.3, 757, 668.4, -4.0, 1.0, 2.0, 557, 14368.0, 0
1270, 30, -1.5, 757, 668.4, -3.0, -2.0, 1.0, 557, 14925.0, 0
1326, 29, -3.5, 736, 636.9, -4.0, -6.0, -1.0, 536, 15461.0, -21
1381, 32, 0.2, 744, 655.2, -1.0, -7.0, 3.0, 544, 16005.0, 8
1438, 39, 7.0, 721, 618.3, 6.0, -1.0, 7.0, 521, 16526.0, -23
1491, 44, 10.1, 736, 647.6999999999999, 11.0, 10.0, 5.0, 536, 17062.0, 15
1548, 39, 2.699999999999999, 721, 620.7, 6.0, 16.0, -5.0, 521, 17583.0, -15
1602, 30, -5.0, 706, 602.6999999999999, -3.0, 13.0, -9.0, 506, 18089.0, -15
1659, 19, -14.0, 693, 587.7000000000001, -14.0, -1.0, -11.0, 493, 18582.0, -13
1713, 21, -7.5, 689, 585.5999999999999, -12.0, -13.0, 2.0, 489, 19071.0, -4
1769, 24, -6.1, 687, 583.8, -9.0, -22.0, 3.0, 487, 19558.0, -2
1821, 25, -7.3, 677, 569.4, -8.0, -30.0, 1.0, 477, 20035.0, -10
1879, 28, -5.0, 662, 549.9, -5.0, -35.0, 3.0, 462, 20497.0, -15
1937, 38, 5.0, 661, 552.9, 5.0, -30.0, 10.0, 461, 20958.0, -1
1991, 48, 12.5, 649, 535.1999999999999, 15.0, -15.0, 10.0, 449, 21407.0, -12
2047, 57, 19.8, 626, 504.3, 24.0, 9.0, 9.0, 426, 21833.0, -23
2104, 52, 11.7, 635, 524.7000000000001, 19.0, 28.0, -5.0, 435, 22268.0, 9
2162, 34, -5.5, 624, 505.5, 1.0, 29.0, -18.0, 424, 22692.0, -11
2220, 20, -13.2, 614, 493.8, -13.0, 16.0, -14.0, 414, 23106.0, -10
2278, 20, -7.5, 595, 468.3, -13.0, 3.0, 0.0, 395, 23501.0, -19
2331, 22, -6.399999999999999, 597, 477.0, -11.0, -8.0, 2.0, 397, 23898.0, 2
2389, 23, -7.3, 588, 462.9, -10.0, -18.0, 1.0, 388, 24286.0, -9
2442, 25, -6.4, 582, 456.6, -8.0, -26.0, 2.0, 382, 24668.0, -6
2499, 36, 5.0, 573, 444.9, 3.0, -23.0, 11.0, 373, 25041.0, -9
2553, 44, 9.399999999999999, 553, 417.6, 11.0, -12.0, 8.0, 353, 25394.0, -20
2604, 51, 14.9, 561, 435.6, 18.0, 6.0, 7.0, 361, 25755.0, 8
2660, 47, 8.4, 538, 398.7, 14.0, 20.0, -4.0, 338, 26093.0, -23
2713, 34, -3.8, 523, 383.1, 1.0, 21.0, -13.0, 323, 26416.0, -15
2768, 25, -8.0, 527, 393.6, -8.0, 13.0, -9.0, 327, 26743.0, 4
2823, 21, -9.1, 515, 374.4, -12.0, 1.0, -4.0, 315, 27058.0, -12
2879, 26, -2.300000000000001, 504, 361.5, -7.0, -6.0, 5.0, 304, 27362.0, -11
2937, 25, -6.7, 515, 381.3, -8.0, -14.0, -1.0, 315, 27677.0, 11
2992, 24, -8.199999999999999, 500, 355.5, -9.0, -23.0, -1.0, 300, 27977.0, -15
3059, 33, 2.2, 483, 334.4999999999999, 0.0, -23.0, 9.0, 283, 28260.0, -17
3111, 37, 2.5, 474, 326.1, 4.0, -19.0, 4.0, 274, 28534.0, -9
3168, 48, 14.1, 471, 324.3, 15.0, -4.0, 11.0, 271, 28805.0, -3
3225, 49, 11.3, 473, 328.2, 16.0, 12.0, 1.0, 273, 29078.0, 2
3278, 44, 6.4, 454, 299.1, 11.0, 23.0, -5.0, 254, 29332.0, -19
3331, 30, -6.8, 452, 301.8, -3.0, 20.0, -14.0, 252, 29584.0, -2
3386, 25, -6.1, 439, 282.9, -8.0, 12.0, -5.0, 239, 29823.0, -13
3441, 24, -5.6, 439, 286.8, -9.0, 3.0, -1.0, 239, 30062.0, 0
3497, 22, -8.399999999999999, 416, 252.3, -11.0, -8.0, -2.0, 216, 30278.0, -23
3553, 26, -3.7, 420, 265.2, -7.0, -15.0, 4.0, 220, 30498.0, 4
3609, 36, 5.6, 412, 252.0, 3.0, -12.0, 10.0, 212, 30710.0, -8
3663, 48, 15.3, 411, 252.9, 15.0, 3.0, 12.0, 211, 30921.0, -1
3719, 44, 6.0, 420, 266.7, 11.0, 14.0, -4.0, 220, 31141.0, 9
3778, 33, -4.1, 408, 246.0, 0.0, 14.0, -11.0, 208, 31349.0, -12
3832, 20, -14.2, 393, 227.1, -13.0, 1.0, -13.0, 193, 31542.0, -15
3889, 19, -10.2, 389, 225.6, -14.0, -13.0, -1.0, 189, 31731.0, -4
3944, 22, -7.5, 383, 217.8, -11.0, -24.0, 3.0, 183, 31914.0, -6
3998, 32, 1.9, 385, 222.6, -1.0, -25.0, 10.0, 185, 32099.0, 2
4050, 40, 6.4, 383, 219.0, 7.0, -18.0, 8.0, 183, 32282.0, -2
4103, 40, 3.1, 384, 221.1, 7.0, -11.0, 0.0, 184, 32466.0, 1
4159, 34, -3.4, 403, 249.3, 1.0, -10.0, -6.0, 203, 32669.0, 19
4213, 25, -11.1, 376, 203.1, -8.0, -18.0, -9.0, 176, 32845.0, -27
4270, 27, -5.0, 374, 208.2, -6.0, -24.0, 2.0, 174, 33019.0, -2
